count,mean,std,min,25%,50%,75%,max,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,random_state,max_leaf_nodes,min_impurity_decrease,min_impurity_split,n_estimators,n_jobs,random_id,train_size,nb_yes,algo
87355.0,9.393494850644048,8.019488773231704,0.00019266814073488333,3.5632447623448256,7.5319484180016465,13.084935899688872,135.65953451386724,mse,14,2,1,0.0,auto,,,1e-07,0,48,-1,0.23653154429347722,75000,1,rf
87355.0,9.025910630928314,7.865894608673314,3.747787657464363e-05,3.394879502278034,7.1631292179238475,12.572419871098024,132.52574147883385,mse,15,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.9879308517231371,75000,1,rf
87355.0,8.73651803138832,7.756470743358769,1.4439345432927993e-05,3.230463691301387,6.873305445385763,12.129053501864087,151.01671293210674,mse,16,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.48836424417035007,75000,1,rf
87355.0,8.5916344051402,7.725498666512349,0.000587216925346977,3.1517649945881807,6.7640537819061315,11.863993631527585,189.55843676889467,mse,17,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.6970862972540484,75000,1,rf
87355.0,8.411636304762268,7.624367134542592,7.813530406384464e-05,3.072749708101953,6.5779127156129755,11.590685026196578,156.42061409608937,mse,18,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.6267561907058958,75000,1,rf
87355.0,8.399812509462704,7.598654076476448,1.672171344301656e-05,3.077890418295747,6.543018901219135,11.5921233173744,166.82717148432502,mse,19,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.5768465380976024,75000,1,rf
87355.0,8.251171159124024,7.408225009263142,0.0005679516985270261,2.990631535493007,6.441353348354137,11.393890074348977,117.33252075686835,mse,21,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.846897550627972,75000,1,rf
87355.0,8.284641650032817,7.6170137281348005,1.6916797407879116e-05,2.9669918178081356,6.443346489286743,11.415819355803052,161.25709148315656,mse,22,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.5760882554720784,75000,1,rf
87355.0,8.258957268682996,7.509525404852872,0.00010829879477019068,2.9641271143737846,6.41648987725007,11.378057440307519,146.00448862184402,mse,23,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.9586430798811182,75000,1,rf
87355.0,8.214024448595259,7.490187133836866,1.5149847719769447e-05,2.9799149872721307,6.402333838256928,11.27833156550501,131.04290981368047,mse,24,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.0019118799417864318,75000,1,rf
87355.0,8.2178914566914,7.422960805943053,4.541135903927596e-05,2.987808736966997,6.4152363886077115,11.33465414650158,169.37443328410492,mse,25,2,1,0.0,auto,None,None,1e-07,0,48,-1,0.11025208658837293,75000,1,rf
87355.0,9.43260744774531,8.09159503493201,9.729186483167671e-06,3.6043690813577527,7.558832649815413,13.109118833622578,184.83916271568157,mse,14,4,1,0.0,auto,None,None,1e-07,0,48,-1,0.60607065235156,75000,1,rf
87355.0,9.386031168769934,7.973443864848692,3.117855945397633e-06,3.57955218499741,7.5159847616640825,13.083720554390199,111.72308654540353,mse,14,6,1,0.0,auto,None,None,1e-07,0,48,-1,0.9582774807588627,75000,1,rf
87355.0,9.392173900076815,8.124265795355804,6.021395211351268e-05,3.5215376385255155,7.492423649048402,13.052030557130674,142.16383987745894,mse,14,8,1,0.0,auto,None,None,1e-07,0,48,-1,0.7978586365785476,75000,1,rf
87355.0,9.013258589201552,7.88721161904206,0.0001852956186739118,3.3427915213143504,7.125836071265043,12.608154391696402,155.61499786999983,mse,15,4,1,0.0,auto,None,None,1e-07,0,48,-1,0.521062263529735,75000,1,rf
87355.0,9.007272602792787,7.806075102538404,0.0003029183946400413,3.367143814794148,7.151132967589182,12.560383689206773,180.32807856036902,mse,15,6,1,0.0,auto,None,None,1e-07,0,48,-1,0.6703187236451863,75000,1,rf
87355.0,9.03332290591551,7.8533449068921595,0.00046271838352586144,3.3912971894508335,7.1735201335584735,12.578579908242089,147.11795935833547,mse,15,8,1,0.0,auto,None,None,1e-07,0,48,-1,0.7788965820006037,75000,1,rf
