count,mean,std,min,25%,50%,75%,max,criterion,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_impurity_split,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,random_state,algo,nb_yes,perf,random_id,train_size
87355.0,8.225033029065347,7.49075898137664,0.00017037041669124565,2.9738661395886448,6.396298103651119,11.326353682832377,143.86719656816572,mse,25,auto,,1e-07,0,1,2,0.0,48,-1,,rf,1,vmlinux,0.6312651787462314,75000
87355.0,8.644276539123533,8.172095492266372,5.058018887701384e-05,3.034724461173494,6.5790906174384896,11.78653833985818,191.62409988072045,mse,25,auto,None,1e-07,0,1,2,0.0,48,-1,None,rf,1,vmlinux,0.15328741010816993,75000
