count,mean,std,min,25%,50%,75%,max,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,random_state,max_leaf_nodes,min_impurity_decrease,min_impurity_split,n_estimators,n_jobs,random_id,train_size,nb_yes,algo,perf
412355.0,15.010836911572051,18.09156678275515,2.4648757873560626e-05,4.64169603440099,10.22498010308263,19.05587630985527,843.0577396435486,mse,25,2,1,0.0,auto,,,1e-07,0,100,-1,0.6623528183144365,10000,1,rf,vmlinux
362355.0,12.855931885159151,13.687867795613304,8.438603123937258e-06,4.212797163010038,9.239679883159384,16.9717678260303,528.8812750498629,mse,25,2,1,0.0,auto,None,None,1e-07,0,100,-1,0.6623528183144365,20000,1,rf,vmlinux
